Updated At,Bed Census,Available,Available Capacity,Total Staffed Bed Capacity
2020-05-31 16:18,"41,527","18,353",0.306496326,"59,880"
2020-05-31 17:18,"42,858","17,524",0.290218939,"60,382"
2020-05-31 18:18,"41,501","18,373",0.306861075,"59,874"
2020-05-31 19:18,"41,501","18,373",0.306861075,"59,874"
2020-05-31 20:18,"41,501","18,352",0.306617880,"59,853"
2020-05-31 21:18,"41,501","18,352",0.306617880,"59,853"
2020-05-31 22:18,"41,501","18,352",0.306617880,"59,853"
2020-05-31 23:18,"41,501","18,352",0.306617880,"59,853"
2020-06-01 00:18,"41,501","18,352",0.306617880,"59,853"
2020-06-01 01:18,"41,501","18,352",0.306617880,"59,853"
2020-06-01 02:18,"41,501","18,352",0.306617880,"59,853"
2020-06-01 03:18,"41,501","18,352",0.306617880,"59,853"
2020-06-01 04:18,"41,501","18,352",0.306617880,"59,853"
2020-06-01 05:18,"41,501","18,352",0.306617880,"59,853"
2020-06-01 06:18,"41,501","18,352",0.306617880,"59,853"
2020-06-01 07:18,"41,501","18,352",0.306617880,"59,853"
2020-06-01 08:18,"41,514","18,277",0.305681457,"59,791"
2020-06-01 09:18,"41,535","18,120",0.303746543,"59,655"
2020-06-01 10:18,"41,775","17,847",0.299335816,"59,622"
2020-06-01 11:18,"41,782","17,865",0.299512130,"59,647"
2020-06-01 12:18,"41,777","17,875",0.299654664,"59,652"
2020-06-01 13:20,"41,777","17,875",0.299654664,"59,652"
2020-06-01 14:18,"41,782","17,868",0.299547360,"59,650"
2020-06-01 15:18,"41,782","17,868",0.299547360,"59,650"
2020-06-01 16:18,"41,782","17,868",0.299547360,"59,650"
2020-06-01 17:18,"41,784","17,866",0.299513831,"59,650"
2020-06-01 18:18,"41,784","17,866",0.299513831,"59,650"
2020-06-01 19:18,"41,758","17,890",0.299926234,"59,648"
2020-06-01 20:18,"41,780","17,888",0.299792183,"59,668"
2020-06-01 21:18,"41,774","17,903",0.299998324,"59,677"
2020-06-01 22:18,"41,780","17,888",0.299792183,"59,668"
2020-06-01 23:18,"41,774","17,903",0.299998324,"59,677"
2020-06-02 00:18,"41,780","17,888",0.299792183,"59,668"
2020-06-02 02:18,"41,774","17,903",0.299998324,"59,677"
2020-06-02 03:18,"41,774","17,903",0.299998324,"59,677"
2020-06-02 04:18,"41,774","17,903",0.299998324,"59,677"
2020-06-02 05:18,"41,774","17,903",0.299998324,"59,677"
2020-06-02 06:18,"41,774","17,903",0.299998324,"59,677"
2020-06-02 07:18,"41,774","17,903",0.299998324,"59,677"
2020-06-02 08:18,"41,774","17,903",0.299998324,"59,677"
2020-06-02 09:18,"42,495","17,382",0.290295105,"59,877"
2020-06-02 10:18,"43,486","16,738",0.277929065,"60,224"
2020-06-02 11:18,"43,642","16,640",0.276035964,"60,282"
2020-06-02 12:18,"43,629","16,663",0.276371658,"60,292"
2020-06-02 13:18,"43,626","16,666",0.276421416,"60,292"
2020-06-02 14:18,"43,657","16,641",0.275979303,"60,298"
2020-06-02 15:18,"43,655","16,643",0.276012471,"60,298"
2020-06-02 16:18,"43,655","16,643",0.276012471,"60,298"
2020-06-02 17:18,"43,655","16,643",0.276012471,"60,298"
2020-06-02 18:18,"43,645","16,648",0.276118289,"60,293"
2020-06-02 19:18,"43,635","16,657",0.276272142,"60,292"
2020-06-02 20:18,"43,628","16,664",0.276388244,"60,292"
2020-06-02 21:18,"43,635","16,657",0.276272142,"60,292"
2020-06-02 22:18,"43,618","16,664",0.276434093,"60,282"
2020-06-02 23:18,"43,635","16,657",0.276272142,"60,292"
2020-06-03 00:18,"43,618","16,664",0.276434093,"60,282"
2020-06-03 02:18,"43,618","16,664",0.276434093,"60,282"
2020-06-03 03:18,"43,618","16,664",0.276434093,"60,282"
2020-06-03 04:18,"43,618","16,664",0.276434093,"60,282"
2020-06-03 05:18,"43,618","16,664",0.276434093,"60,282"
2020-06-03 06:18,"43,618","16,664",0.276434093,"60,282"
2020-06-03 07:18,"43,618","16,664",0.276434093,"60,282"
2020-06-03 08:18,"43,628","16,672",0.276484245,"60,300"
2020-06-03 09:18,"43,718","16,649",0.275796379,"60,367"
2020-06-03 10:18,"44,034","16,363",0.270924053,"60,397"
2020-06-03 11:18,"44,033","16,373",0.271049234,"60,406"
2020-06-03 12:18,"44,019","16,369",0.271063788,"60,388"
2020-06-03 13:18,"44,032","16,364",0.270945096,"60,396"
2020-06-03 14:18,"44,031","16,364",0.270949582,"60,395"
2020-06-03 15:18,"44,025","16,364",0.270976502,"60,389"
2020-06-03 16:18,"44,025","16,364",0.270976502,"60,389"
2020-06-03 17:18,"44,021","16,368",0.271042740,"60,389"
2020-06-03 18:18,"44,021","16,368",0.271042740,"60,389"
2020-06-03 19:18,"44,009","16,390",0.271362109,"60,399"
2020-06-03 20:18,"43,993","16,396",0.271506400,"60,389"
2020-06-03 21:18,"43,993","16,396",0.271506400,"60,389"
2020-06-03 22:18,"43,993","16,396",0.271506400,"60,389"
2020-06-03 23:18,"43,993","16,396",0.271506400,"60,389"
2020-06-04 00:18,"43,993","16,396",0.271506400,"60,389"
2020-06-04 02:18,"43,993","16,396",0.271506400,"60,389"
2020-06-04 03:18,"43,993","16,396",0.271506400,"60,389"
2020-06-04 04:18,"43,993","16,396",0.271506400,"60,389"
2020-06-04 05:18,"43,993","16,396",0.271506400,"60,389"
2020-06-04 06:18,"43,993","16,396",0.271506400,"60,389"
2020-06-04 07:18,"43,993","16,396",0.271506400,"60,389"
2020-06-04 08:18,"43,993","16,396",0.271506400,"60,389"
2020-06-04 09:18,"44,004","16,445",0.272047511,"60,449"
2020-06-04 10:18,"44,172","16,533",0.272349889,"60,705"
2020-06-04 11:18,"44,146","16,495",0.272010686,"60,641"
2020-06-04 12:18,"44,134","16,512",0.272268575,"60,646"
2020-06-04 13:18,"44,135","16,512",0.272264086,"60,647"
2020-06-04 14:18,"44,132","16,511",0.272265554,"60,643"
2020-06-04 15:18,"44,132","16,511",0.272265554,"60,643"
2020-06-04 16:18,"44,123","16,517",0.272377968,"60,640"
2020-06-04 17:18,"44,123","16,517",0.272377968,"60,640"
2020-06-04 18:18,"44,108","16,532",0.272625330,"60,640"
2020-06-04 19:18,"44,091","16,533",0.272713777,"60,624"
2020-06-04 20:18,"44,091","16,533",0.272713777,"60,624"
2020-06-04 21:18,"44,064","16,558",0.273135165,"60,622"
2020-06-04 22:18,"44,064","16,558",0.273135165,"60,622"
2020-06-04 23:18,"44,064","16,558",0.273135165,"60,622"
2020-06-05 00:18,"44,064","16,558",0.273135165,"60,622"
2020-06-05 02:18,"44,086","16,558",0.273036079,"60,644"
2020-06-05 03:18,"44,086","16,558",0.273036079,"60,644"
2020-06-05 04:18,"44,086","16,558",0.273036079,"60,644"
2020-06-05 05:18,"44,086","16,558",0.273036079,"60,644"
2020-06-05 06:18,"44,086","16,558",0.273036079,"60,644"
2020-06-05 07:18,"44,086","16,558",0.273036079,"60,644"
2020-06-05 08:18,"44,040","16,604",0.273794605,"60,644"
2020-06-05 09:18,"44,040","16,604",0.273794605,"60,644"
2020-06-05 10:18,"43,778","16,688",0.275989812,"60,466"
2020-06-05 11:18,"43,777","16,722",0.276401263,"60,499"
2020-06-05 12:18,"43,777","16,722",0.276401263,"60,499"
2020-06-05 13:18,"43,777","16,722",0.276401263,"60,499"
2020-06-05 14:18,"43,752","16,771",0.277101267,"60,523"
2020-06-05 15:18,"43,752","16,771",0.277101267,"60,523"
2020-06-05 16:18,"43,744","16,779",0.277233448,"60,523"
2020-06-05 17:18,"43,777","16,722",0.276401263,"60,499"
2020-06-05 18:18,"43,726","16,796",0.277518919,"60,522"
2020-06-05 19:18,"43,604","16,840",0.278604990,"60,444"
2020-06-05 20:18,"43,604","16,840",0.278604990,"60,444"
2020-06-05 21:18,"43,601","16,843",0.278654622,"60,444"
2020-06-05 22:18,"43,601","16,843",0.278654622,"60,444"
2020-06-05 23:18,"43,601","16,843",0.278654622,"60,444"
2020-06-06 00:18,"43,601","16,843",0.278654622,"60,444"
2020-06-06 02:18,"43,587","16,844",0.278731115,"60,431"
2020-06-06 03:18,"43,587","16,844",0.278731115,"60,431"
2020-06-06 04:18,"43,587","16,844",0.278731115,"60,431"
2020-06-06 05:18,"43,587","16,844",0.278731115,"60,431"
2020-06-06 06:18,"43,587","16,844",0.278731115,"60,431"
2020-06-06 07:18,"43,587","16,844",0.278731115,"60,431"
2020-06-06 08:18,"43,587","16,844",0.278731115,"60,431"
2020-06-06 09:18,"43,587","16,844",0.278731115,"60,431"
2020-06-06 10:18,"43,587","16,844",0.278731115,"60,431"
2020-06-06 11:18,"43,587","16,844",0.278731115,"60,431"
2020-06-06 12:18,"43,587","16,844",0.278731115,"60,431"
2020-06-06 13:18,"42,594","17,995",0.297001106,"60,589"
2020-06-06 14:18,"42,594","17,995",0.297001106,"60,589"
2020-06-06 15:18,"42,632","18,129",0.298365728,"60,761"
2020-06-06 16:18,"42,594","17,995",0.297001106,"60,589"
2020-06-06 17:18,"42,594","17,995",0.297001106,"60,589"
2020-06-06 18:18,"42,524","18,246",0.300246832,"60,770"
2020-06-06 19:18,"42,520","18,247",0.300278111,"60,767"
2020-06-06 20:18,"42,497","18,269",0.300645098,"60,766"
2020-06-06 21:18,"42,497","18,269",0.300645098,"60,766"
2020-06-06 22:18,"42,495","18,267",0.300631974,"60,762"
2020-06-06 23:18,"42,495","18,267",0.300631974,"60,762"
2020-06-07 00:18,"42,495","18,267",0.300631974,"60,762"
2020-06-07 01:18,"42,495","18,267",0.300631974,"60,762"
